record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_automation_impact,ai_replacement_risk,open_roles,hiring_trend,remote_jobs_percentage,top_hiring_role,stock_growth_percent,revenue_growth_percent,salary_budget_change,ai_adoption_level,employee_sentiment,job_security_score,market_condition
T4590,Spotify,E-Commerce,USA,Startup,Dec,2026,112,6.1,Overhiring Correction,12.8,6.6,3407,Moderate Hiring,83.2,Cybersecurity Analyst,57.3,50.2,25.2,9.9,7.7,6.7,Bull Market
T4591,Netflix,Cybersecurity,Singapore,Mid-size,Feb,2025,158,5.7,Overhiring Correction,5.8,7.5,3879,Hiring Freeze,58.4,DevOps Engineer,86.3,9.8,6.7,4.0,6.2,5.7,Bull Market
T4592,Intel,E-Commerce,Canada,Startup,Oct,2025,2789,13.8,Market Slowdown,10.5,10.0,989,Hiring Freeze,67.1,Frontend Developer,53.2,12.0,-2.4,7.2,4.9,5.5,Stable
T4593,Meta,FinTech,Canada,Startup,Dec,2026,662,1.9,Cost Cutting,14.0,7.9,1779,Moderate Hiring,40.2,Product Manager,15.5,53.5,29.1,8.5,9.4,7.2,Stable
T4594,Google,Gaming,Singapore,Startup,Dec,2025,203,2.6,Overhiring Correction,4.3,7.0,2255,Hiring Freeze,13.2,Cybersecurity Analyst,40.1,58.3,34.5,4.3,8.3,8.6,Bull Market
T4595,Amazon,Gaming,Germany,Mid-size,Aug,2026,442,7.1,Cost Cutting,5.2,8.8,2012,Moderate Hiring,18.0,Data Scientist,-4.0,57.0,19.7,6.4,9.6,7.6,Bull Market
T4596,NVIDIA,FinTech,Singapore,Big Tech,Dec,2025,2207,0.4,AI Automation,4.8,4.0,4913,Moderate Hiring,31.5,Cloud Engineer,81.0,-19.7,-12.2,4.2,6.9,6.9,Bull Market
T4597,NVIDIA,FinTech,Singapore,Enterprise,Dec,2025,3900,14.9,Overhiring Correction,2.0,4.7,251,Hiring Freeze,12.1,ML Engineer,-34.9,-11.7,0.0,2.5,4.6,5.9,Stable
T4598,Uber,Gaming,UK,Big Tech,Jul,2025,972,6.6,AI Automation,2.4,4.8,2633,Hiring Freeze,61.3,DevOps Engineer,78.8,14.4,7.9,2.5,6.5,7.5,Bull Market
T4599,Stripe,FinTech,Germany,Mid-size,Sep,2026,2192,8.2,Market Slowdown,9.0,10.0,1513,Moderate Hiring,72.8,DevOps Engineer,48.7,44.2,25.0,9.3,8.2,5.5,Bull Market
T4600,Oracle,Cloud,Singapore,Mid-size,Oct,2026,1075,4.9,Cost Cutting,5.9,7.4,614,Hiring Freeze,44.2,Data Scientist,-37.9,3.0,5.4,5.6,8.2,6.7,Stable
T4601,Oracle,AI,India,Big Tech,Feb,2026,12202,19.9,Restructuring,4.5,5.4,7063,Hiring Freeze,56.7,ML Engineer,57.4,-6.3,-10.1,3.7,6.1,5.2,Recession
T4602,Anthropic,Gaming,USA,Startup,Jul,2024,897,7.9,Overhiring Correction,5.0,5.8,5537,Moderate Hiring,40.1,Product Manager,86.2,36.0,19.8,3.9,6.4,6.6,Bull Market
T4603,Amazon,Cybersecurity,UK,Startup,Nov,2025,14131,35.0,AI Automation,10.0,10.0,1682,Downsizing,37.4,Data Scientist,53.7,-16.5,-20.7,6.1,3.4,1.6,Recession
T4604,Meta,Gaming,India,Mid-size,Nov,2024,581,9.4,Overhiring Correction,11.4,7.0,2057,Moderate Hiring,38.2,Frontend Developer,-34.5,44.4,23.6,9.1,6.6,6.8,Stable
T4605,Google,FinTech,Singapore,Big Tech,Aug,2024,2461,8.0,AI Automation,9.5,5.9,2606,Moderate Hiring,52.6,DevOps Engineer,4.1,49.1,17.1,6.6,8.0,7.0,Stable
T4606,Spotify,Social Media,Canada,Big Tech,Sep,2024,768,3.3,AI Automation,3.6,7.1,5921,Moderate Hiring,13.0,Frontend Developer,-37.6,57.1,21.9,4.9,8.5,7.2,Bull Market
T4607,Microsoft,Cybersecurity,UK,Big Tech,May,2025,13586,17.5,AI Automation,8.1,10.0,561,Hiring Freeze,11.4,Frontend Developer,74.6,15.9,8.1,10.0,7.1,4.0,Recession
T4608,OpenAI,E-Commerce,India,Enterprise,Jul,2026,10205,31.9,Overhiring Correction,4.1,7.2,271,Downsizing,86.9,Cybersecurity Analyst,36.1,44.0,15.9,2.9,5.5,4.1,Recession
T4609,Microsoft,Cybersecurity,India,Mid-size,Feb,2024,694,9.9,Market Slowdown,5.4,3.3,2336,Moderate Hiring,29.8,Cybersecurity Analyst,72.4,26.5,13.9,4.5,5.4,6.8,Bull Market
T4610,NVIDIA,Cloud,Singapore,Big Tech,Jun,2024,496,13.0,AI Automation,3.7,5.1,5589,Hiring Freeze,79.6,ML Engineer,-20.5,49.1,25.7,3.9,6.1,6.6,Stable
T4611,OpenAI,FinTech,USA,Big Tech,Dec,2026,430,3.3,Restructuring,5.2,4.3,1462,Moderate Hiring,19.7,Cloud Engineer,62.3,-22.3,-4.8,5.8,7.3,6.0,Stable
T4612,OpenAI,Cloud,UK,Startup,Dec,2024,18652,31.7,Restructuring,14.9,10.0,785,Hiring Freeze,74.0,ML Engineer,-22.7,22.5,14.1,9.6,6.2,4.2,Recession
T4613,OpenAI,FinTech,Canada,Big Tech,Aug,2026,2776,13.7,Cost Cutting,2.5,5.0,4842,Hiring Freeze,33.4,DevOps Engineer,-11.6,15.2,11.7,2.7,5.9,5.2,Stable
T4614,Intel,Gaming,Canada,Enterprise,Apr,2026,6238,22.9,Cost Cutting,1.4,7.2,1873,Downsizing,34.5,Cloud Engineer,65.5,18.6,5.1,1.2,7.6,4.5,Recession
T4615,Intel,E-Commerce,Canada,Big Tech,Jun,2024,1464,5.4,AI Automation,2.1,4.8,5495,Moderate Hiring,15.1,ML Engineer,-39.2,32.7,8.7,1.7,8.9,8.2,Bull Market
T4616,Amazon,Cybersecurity,India,Startup,May,2025,7243,21.5,Overhiring Correction,11.8,10.0,1554,Moderate Hiring,15.4,Frontend Developer,44.2,-9.9,3.0,9.6,4.8,4.1,Recession
T4617,Microsoft,Cloud,Germany,Big Tech,Oct,2025,1759,5.7,Overhiring Correction,9.7,8.0,5052,Moderate Hiring,84.9,Data Scientist,7.4,-22.9,-8.6,6.7,6.5,4.7,Bull Market
T4618,Stripe,Cloud,India,Enterprise,Apr,2026,1710,4.9,AI Automation,5.8,6.5,2078,Hiring Freeze,12.6,Software Engineer,52.0,13.4,5.2,4.1,8.9,6.8,Bull Market
T4619,Airbnb,Gaming,Canada,Big Tech,Jan,2025,2782,17.7,Restructuring,2.3,5.9,548,Downsizing,70.1,Product Manager,-9.6,-0.9,1.9,2.1,5.2,5.7,Recession
T4620,Anthropic,Cloud,Canada,Big Tech,Apr,2025,563,4.2,Market Slowdown,11.5,7.9,5110,Aggressive Hiring,29.7,Product Manager,9.5,-12.4,-9.5,9.2,6.3,5.7,Stable
T4621,Netflix,E-Commerce,Singapore,Mid-size,Oct,2026,2480,3.0,Market Slowdown,10.7,7.4,5132,Aggressive Hiring,74.3,ML Engineer,27.4,29.8,7.1,8.2,7.8,7.0,Bull Market
T4622,Palantir,E-Commerce,UK,Big Tech,Feb,2024,11231,25.3,Overhiring Correction,8.8,10.0,1514,Hiring Freeze,52.7,Data Scientist,66.6,52.8,16.1,5.6,4.9,4.9,Recession
T4623,Netflix,E-Commerce,Canada,Mid-size,Feb,2025,6312,14.8,Cost Cutting,1.7,3.5,1491,Hiring Freeze,36.6,Cybersecurity Analyst,59.4,44.4,22.1,2.6,7.5,6.7,Stable
T4624,Stripe,Cloud,India,Mid-size,Feb,2025,4308,12.6,Restructuring,2.3,3.3,1689,Hiring Freeze,44.4,Product Manager,7.2,-1.7,-2.3,2.4,4.3,7.0,Recession
T4625,Anthropic,E-Commerce,UK,Startup,Nov,2026,2065,9.3,Restructuring,6.4,8.6,2075,Hiring Freeze,66.1,Cloud Engineer,61.1,-5.5,1.6,6.9,6.8,5.1,Bull Market
T4626,Intel,Gaming,Singapore,Startup,Aug,2026,4612,14.1,Restructuring,6.1,9.6,5991,Moderate Hiring,62.9,Cybersecurity Analyst,15.2,1.7,3.1,8.7,4.5,5.0,Stable
T4627,OpenAI,Gaming,Canada,Startup,Apr,2024,2828,1.4,Cost Cutting,0.9,1.0,396,Hiring Freeze,15.0,Cloud Engineer,7.9,38.0,8.8,1.1,9.5,8.7,Stable
T4628,Adobe,Cloud,UK,Enterprise,Apr,2026,2001,6.1,AI Automation,4.1,5.5,2338,Hiring Freeze,46.6,Cybersecurity Analyst,61.7,-15.9,-5.7,2.9,4.5,5.7,Bull Market
T4629,Amazon,Social Media,UK,Big Tech,Oct,2024,5421,10.6,Restructuring,5.9,5.4,1625,Hiring Freeze,80.2,Software Engineer,-10.7,-1.6,-4.1,3.5,6.3,5.5,Stable
T4630,Netflix,AI,Canada,Enterprise,Dec,2024,1558,22.5,Restructuring,5.7,9.8,4106,Moderate Hiring,19.4,ML Engineer,25.5,38.1,6.4,7.7,6.5,4.6,Recession
T4631,Stripe,Social Media,UK,Big Tech,Jul,2024,1678,32.2,Overhiring Correction,12.4,10.0,1680,Hiring Freeze,38.9,Cybersecurity Analyst,37.9,6.9,-5.8,9.8,5.8,3.2,Recession
T4632,Spotify,Cloud,India,Startup,Aug,2024,4609,7.5,Overhiring Correction,1.6,2.8,4160,Hiring Freeze,83.3,Frontend Developer,-18.8,-2.8,-11.7,1.3,5.2,7.2,Stable
T4633,Palantir,FinTech,UK,Startup,Apr,2026,5551,7.1,Market Slowdown,4.7,8.1,1045,Moderate Hiring,60.5,Cloud Engineer,8.7,-22.2,-8.7,7.8,5.8,5.0,Stable
T4634,Spotify,Gaming,USA,Startup,Jan,2025,8825,39.8,Cost Cutting,2.2,10.0,1711,Downsizing,32.2,Data Scientist,39.6,-17.7,-22.2,3.1,5.3,1.0,Recession
T4635,OpenAI,Gaming,Singapore,Big Tech,Jun,2025,4113,6.7,Overhiring Correction,7.8,9.3,3283,Moderate Hiring,11.5,Product Manager,75.5,39.8,13.5,6.2,7.7,7.4,Stable
T4636,Apple,AI,USA,Startup,Sep,2026,14760,12.0,Overhiring Correction,16.2,10.0,6840,Aggressive Hiring,17.1,ML Engineer,27.9,-4.6,8.0,9.8,5.5,4.5,Recession
T4637,Oracle,Cybersecurity,Canada,Startup,Nov,2026,578,5.4,Cost Cutting,10.4,8.7,2188,Hiring Freeze,24.8,ML Engineer,81.4,47.2,27.2,6.7,9.1,7.4,Bull Market
T4638,Intel,E-Commerce,UK,Mid-size,Sep,2026,16005,26.0,AI Automation,1.4,4.6,1011,Downsizing,27.7,Cloud Engineer,86.0,32.4,12.4,1.9,4.3,5.9,Recession
T4639,Microsoft,AI,UK,Big Tech,May,2025,2295,7.7,Market Slowdown,3.5,3.9,1676,Hiring Freeze,65.7,ML Engineer,81.2,-12.0,-0.5,2.8,4.6,7.1,Bull Market
T4640,NVIDIA,AI,Singapore,Startup,Nov,2024,6594,15.5,Restructuring,4.7,8.0,2432,Hiring Freeze,74.2,Data Scientist,64.1,11.6,-8.0,4.0,4.3,5.2,Stable
T4641,Netflix,FinTech,UK,Enterprise,Mar,2024,3276,16.1,Cost Cutting,6.2,7.8,5792,Moderate Hiring,28.4,Frontend Developer,47.2,26.1,6.6,7.1,4.9,5.3,Stable
T4642,Microsoft,Gaming,India,Enterprise,Jul,2026,11557,26.2,Cost Cutting,1.4,6.8,1040,Downsizing,57.1,Cloud Engineer,20.9,44.8,10.1,1.4,6.4,6.3,Recession
T4643,Apple,Social Media,India,Enterprise,Feb,2025,2471,8.8,Cost Cutting,3.8,4.2,5145,Moderate Hiring,26.6,DevOps Engineer,52.0,-18.5,-4.5,2.6,3.9,5.1,Bull Market
T4644,Adobe,Cloud,UK,Big Tech,Oct,2025,644,15.3,Market Slowdown,8.0,10.0,2917,Hiring Freeze,75.5,Software Engineer,-42.5,23.4,1.8,6.3,6.3,5.8,Stable
T4645,OpenAI,Social Media,USA,Startup,Apr,2026,555,7.9,Overhiring Correction,3.4,2.9,1557,Hiring Freeze,31.5,Software Engineer,-42.0,7.4,-4.1,2.7,7.0,6.2,Stable
T4646,Amazon,AI,Germany,Enterprise,Apr,2025,187,3.9,Cost Cutting,12.6,6.0,5553,Aggressive Hiring,88.4,Data Scientist,3.9,48.4,30.7,9.1,6.3,8.6,Bull Market
T4647,Amazon,FinTech,Singapore,Startup,Jan,2024,16587,30.6,Cost Cutting,4.9,10.0,289,Downsizing,73.9,ML Engineer,61.1,40.0,17.5,4.9,6.1,4.0,Recession
T4648,Adobe,Social Media,USA,Big Tech,Feb,2025,712,11.3,Overhiring Correction,10.3,10.0,4810,Moderate Hiring,62.8,Frontend Developer,22.2,-0.8,-8.7,9.3,5.0,5.8,Stable
T4649,Meta,Cybersecurity,UK,Big Tech,Sep,2026,6798,10.4,Market Slowdown,11.6,7.8,3043,Hiring Freeze,88.8,Data Scientist,-7.9,54.4,24.8,8.3,6.5,6.1,Stable
T4650,Spotify,AI,India,Mid-size,Jul,2025,14902,21.8,Market Slowdown,10.2,9.0,3189,Hiring Freeze,35.7,ML Engineer,-18.4,32.5,2.1,6.1,5.0,4.0,Recession
T4651,Google,Cloud,Canada,Enterprise,Jun,2025,10387,35.2,Market Slowdown,10.3,10.0,224,Downsizing,84.0,Data Scientist,35.7,23.9,-7.0,6.7,3.5,3.3,Recession
T4652,Palantir,AI,Germany,Startup,Dec,2025,9754,17.0,Overhiring Correction,5.3,10.0,9969,Moderate Hiring,61.6,Data Scientist,63.4,-3.6,-7.7,5.5,6.0,4.6,Recession
T4653,Netflix,Cybersecurity,USA,Enterprise,Oct,2024,31,2.5,Cost Cutting,6.3,7.7,3034,Moderate Hiring,38.9,Cloud Engineer,71.6,-5.0,-10.1,4.3,5.7,6.4,Bull Market
T4654,Amazon,Gaming,Canada,Startup,Nov,2025,19807,17.2,Cost Cutting,5.7,10.0,521,Hiring Freeze,65.1,Data Scientist,71.3,44.6,9.7,9.2,7.9,6.3,Recession
T4655,Stripe,Cybersecurity,Canada,Enterprise,May,2024,19794,32.7,Market Slowdown,4.0,9.3,430,Downsizing,85.1,Data Scientist,-11.2,-16.0,-17.4,2.7,3.6,1.4,Recession
T4656,Google,Gaming,USA,Mid-size,Dec,2026,16807,20.4,Restructuring,14.7,10.0,1011,Hiring Freeze,86.8,Cybersecurity Analyst,40.1,42.1,10.1,9.0,8.5,4.3,Recession
T4657,Stripe,Cybersecurity,India,Startup,Jul,2025,4724,8.2,Cost Cutting,7.4,8.8,5718,Moderate Hiring,19.3,ML Engineer,-42.7,32.0,6.3,6.8,8.4,6.9,Stable
T4658,Google,AI,India,Startup,May,2024,1927,3.0,Cost Cutting,2.4,2.3,9021,Aggressive Hiring,18.0,Data Scientist,22.1,31.1,19.1,2.6,6.9,9.1,Bull Market
T4659,Meta,Cybersecurity,Canada,Enterprise,Jul,2026,10708,18.6,Overhiring Correction,1.6,4.9,1232,Downsizing,76.4,Cloud Engineer,37.5,15.6,10.9,1.8,7.5,6.4,Recession
T4660,Anthropic,Cybersecurity,Germany,Big Tech,Sep,2024,803,12.8,Overhiring Correction,5.4,10.0,1546,Hiring Freeze,76.2,Cloud Engineer,25.5,40.6,13.4,6.2,6.6,6.7,Stable
T4661,Apple,E-Commerce,India,Startup,Aug,2026,1782,9.3,Market Slowdown,2.0,5.2,503,Downsizing,86.2,Frontend Developer,62.6,-2.3,3.5,1.6,5.6,5.2,Bull Market
T4662,Databricks,AI,Germany,Enterprise,Jun,2024,2935,5.8,Cost Cutting,6.6,5.3,1480,Hiring Freeze,74.7,ML Engineer,75.2,10.6,13.7,6.5,5.1,7.4,Stable
T4663,Microsoft,Cybersecurity,Singapore,Startup,Apr,2024,2118,6.9,Overhiring Correction,8.9,10.0,4965,Aggressive Hiring,65.1,Data Scientist,83.3,7.8,7.3,7.1,5.5,5.4,Bull Market
T4664,Salesforce,Cloud,India,Startup,Sep,2024,363,17.8,Cost Cutting,4.5,6.9,2008,Hiring Freeze,17.9,Frontend Developer,84.4,43.1,14.3,3.5,7.6,6.7,Stable
T4665,Adobe,Cloud,Canada,Enterprise,Dec,2024,12437,12.7,Cost Cutting,1.1,4.0,1157,Downsizing,16.7,Software Engineer,-15.2,47.8,24.4,1.6,8.5,8.0,Recession
T4666,Spotify,E-Commerce,India,Big Tech,Nov,2024,4275,9.4,Cost Cutting,3.6,3.3,388,Hiring Freeze,20.9,Data Scientist,-17.4,27.3,18.2,4.1,8.5,6.4,Stable
T4667,Google,Cloud,UK,Mid-size,Apr,2026,6944,16.2,Restructuring,4.8,10.0,3737,Moderate Hiring,79.9,ML Engineer,46.0,-13.7,-7.2,7.4,4.4,4.1,Stable
T4668,SAP,Gaming,USA,Big Tech,Jan,2025,3020,15.2,Cost Cutting,9.0,10.0,2427,Moderate Hiring,43.0,Frontend Developer,34.2,56.9,26.1,7.1,7.1,5.7,Stable
T4669,Databricks,Social Media,India,Big Tech,Dec,2025,4056,15.2,Restructuring,5.6,10.0,1963,Hiring Freeze,71.5,Frontend Developer,6.2,59.7,13.3,5.2,5.7,5.9,Recession
T4670,Adobe,AI,Canada,Big Tech,Feb,2024,6490,4.8,Restructuring,12.1,6.2,2068,Moderate Hiring,13.1,ML Engineer,80.9,27.7,11.8,9.6,7.7,8.1,Stable
T4671,Salesforce,Cloud,UK,Startup,Apr,2026,2127,6.0,AI Automation,8.2,10.0,3255,Hiring Freeze,45.6,Product Manager,75.4,-24.2,-2.5,5.3,6.3,3.8,Bull Market
T4672,Intel,Gaming,USA,Startup,Mar,2025,12669,27.1,Restructuring,1.6,4.6,319,Downsizing,28.9,DevOps Engineer,4.7,1.4,-12.1,1.3,4.7,3.8,Recession
T4673,Apple,FinTech,UK,Mid-size,May,2024,5212,11.9,Restructuring,12.4,10.0,2865,Moderate Hiring,11.9,Cybersecurity Analyst,50.3,-8.3,-8.1,8.7,5.8,5.3,Stable
T4674,Palantir,Cybersecurity,Singapore,Mid-size,Aug,2025,4516,11.4,Cost Cutting,3.3,6.4,96,Hiring Freeze,61.1,ML Engineer,-18.8,37.3,10.7,4.6,9.2,7.2,Recession
T4675,Stripe,Cybersecurity,UK,Mid-size,Sep,2024,1571,0.4,Overhiring Correction,4.8,5.6,1596,Moderate Hiring,73.2,Data Scientist,7.9,-3.5,1.5,6.3,8.4,5.8,Bull Market
T4676,Stripe,Cloud,Germany,Mid-size,Aug,2026,18245,33.5,Restructuring,5.8,8.3,437,Downsizing,64.6,ML Engineer,24.8,-1.7,1.6,5.4,3.0,2.2,Recession
T4677,Anthropic,AI,Germany,Startup,Nov,2024,3422,3.4,Market Slowdown,2.8,2.9,3286,Moderate Hiring,42.1,ML Engineer,77.2,2.1,-0.3,3.4,8.0,7.5,Stable
T4678,SAP,Gaming,Singapore,Mid-size,Oct,2024,463,6.3,AI Automation,0.9,4.6,413,Hiring Freeze,37.5,Cybersecurity Analyst,71.5,14.3,1.1,1.4,5.1,6.7,Bull Market
T4679,Amazon,Social Media,Germany,Mid-size,Nov,2024,10990,28.7,Market Slowdown,1.7,6.4,1055,Downsizing,30.6,Data Scientist,62.6,48.9,8.3,1.7,5.6,6.0,Recession
T4680,Airbnb,FinTech,Singapore,Big Tech,Jun,2024,14942,33.2,Restructuring,11.1,10.0,954,Downsizing,63.2,Software Engineer,-21.0,34.7,3.7,9.8,5.6,3.5,Recession
T4681,Google,E-Commerce,Germany,Enterprise,Oct,2025,2480,6.1,Overhiring Correction,5.0,4.3,4631,Moderate Hiring,42.7,Cloud Engineer,79.3,13.5,-3.5,4.3,7.0,7.4,Bull Market
T4682,Databricks,Cybersecurity,Germany,Mid-size,Jul,2026,1106,13.3,Restructuring,3.3,4.8,2296,Hiring Freeze,67.9,DevOps Engineer,88.9,20.2,-3.6,3.0,7.6,6.1,Stable
T4683,Oracle,Cloud,USA,Mid-size,Jun,2026,14757,27.6,Market Slowdown,7.8,10.0,662,Hiring Freeze,17.9,Software Engineer,-18.0,0.7,4.4,6.5,3.4,2.8,Recession
T4684,Amazon,Cybersecurity,UK,Enterprise,May,2026,18155,21.9,Cost Cutting,10.3,10.0,1573,Hiring Freeze,89.4,Cybersecurity Analyst,26.8,22.4,8.3,6.2,6.8,3.6,Recession
T4685,Netflix,FinTech,Canada,Enterprise,Apr,2024,4773,9.1,AI Automation,2.1,5.1,749,Hiring Freeze,61.9,Data Scientist,-18.9,53.2,23.0,2.2,7.7,7.1,Stable
T4686,Salesforce,Cybersecurity,USA,Enterprise,Oct,2025,4709,17.9,Cost Cutting,4.8,10.0,4934,Hiring Freeze,10.7,Data Scientist,58.7,23.2,9.6,7.1,6.7,4.0,Stable
T4687,Intel,AI,Singapore,Startup,Aug,2025,666,8.3,Market Slowdown,4.1,1.5,7602,Moderate Hiring,65.8,Data Scientist,23.0,9.3,-2.0,2.6,5.0,6.9,Bull Market
T4688,Microsoft,Social Media,India,Big Tech,Jun,2026,89,0.6,Overhiring Correction,7.6,7.4,5675,Aggressive Hiring,44.9,Frontend Developer,80.4,37.7,14.8,7.1,6.4,8.5,Bull Market
T4689,Google,Gaming,UK,Startup,Aug,2024,5712,16.7,Restructuring,13.8,10.0,2706,Hiring Freeze,34.9,Data Scientist,-35.0,23.1,6.8,9.9,7.9,4.6,Stable
T4690,Apple,Cloud,India,Enterprise,Dec,2025,899,0.6,Overhiring Correction,0.9,1.5,4647,Moderate Hiring,50.2,Frontend Developer,-20.4,26.6,2.7,1.1,9.5,9.0,Bull Market
T4691,SAP,Gaming,USA,Mid-size,Apr,2026,9796,29.2,Overhiring Correction,10.3,10.0,332,Hiring Freeze,53.9,ML Engineer,-24.5,40.4,20.7,9.2,6.4,5.2,Recession
T4692,Microsoft,Cloud,Canada,Startup,Sep,2026,1214,13.2,Overhiring Correction,4.5,5.9,2644,Hiring Freeze,74.0,Data Scientist,25.6,8.7,10.5,3.2,5.9,6.3,Stable
T4693,Airbnb,FinTech,UK,Big Tech,Mar,2024,13436,28.5,AI Automation,7.0,10.0,488,Downsizing,67.3,Cybersecurity Analyst,31.2,12.1,-7.4,4.7,4.9,4.1,Recession
T4694,Netflix,E-Commerce,Singapore,Enterprise,Apr,2025,8005,25.7,Cost Cutting,5.5,8.8,1376,Downsizing,28.1,Frontend Developer,64.1,54.0,15.9,3.4,6.2,6.2,Recession
T4695,Amazon,AI,UK,Mid-size,Jan,2026,1223,5.3,Overhiring Correction,14.6,10.0,3095,Moderate Hiring,50.5,ML Engineer,64.7,-2.0,9.3,9.7,8.3,5.5,Bull Market
T4696,NVIDIA,Cloud,India,Startup,Oct,2025,2311,15.1,AI Automation,1.0,3.9,722,Hiring Freeze,20.9,Cybersecurity Analyst,-3.0,40.8,3.8,1.4,7.1,6.2,Stable
T4697,Google,Cloud,Canada,Startup,Apr,2026,15196,22.8,Restructuring,5.4,8.4,299,Hiring Freeze,68.7,Software Engineer,80.5,13.2,5.4,6.0,5.2,5.3,Recession
T4698,Adobe,Cybersecurity,UK,Startup,Jan,2024,5175,27.5,AI Automation,9.1,10.0,440,Hiring Freeze,11.1,Software Engineer,0.6,11.4,0.6,6.1,3.6,2.8,Recession
T4699,Anthropic,Cloud,UK,Startup,Jan,2026,19700,16.2,AI Automation,6.3,9.4,1593,Hiring Freeze,32.5,Cloud Engineer,-23.5,18.3,3.2,9.6,7.5,4.8,Recession
T4700,SAP,AI,India,Enterprise,Jul,2026,2143,7.9,Overhiring Correction,10.5,4.2,3871,Moderate Hiring,83.1,ML Engineer,-33.6,19.7,16.1,8.1,5.8,7.9,Stable
T4701,OpenAI,Cybersecurity,Germany,Mid-size,May,2026,1879,7.7,Overhiring Correction,2.3,3.9,983,Downsizing,17.3,Data Scientist,88.1,-1.7,-10.2,2.7,6.5,6.0,Bull Market
T4702,Stripe,E-Commerce,USA,Mid-size,Jan,2025,16656,34.0,Cost Cutting,4.5,9.7,1826,Downsizing,29.1,ML Engineer,-14.1,27.2,9.5,4.2,4.2,4.1,Recession
T4703,Adobe,Social Media,Germany,Enterprise,May,2025,1214,4.0,Cost Cutting,1.9,1.0,1993,Hiring Freeze,27.3,Product Manager,-37.0,57.7,16.1,1.8,9.9,8.8,Bull Market
T4704,Microsoft,AI,Germany,Enterprise,Jan,2025,1410,5.1,Restructuring,1.0,4.6,2915,Hiring Freeze,20.3,ML Engineer,14.2,2.4,-8.5,1.4,4.9,7.5,Bull Market
T4705,Google,AI,USA,Enterprise,Feb,2024,1206,6.3,Market Slowdown,15.6,10.0,7325,Aggressive Hiring,84.4,ML Engineer,24.1,-24.7,-6.2,9.5,7.0,5.2,Bull Market
T4706,Intel,FinTech,Singapore,Big Tech,Mar,2024,13173,8.1,Restructuring,11.0,10.0,1056,Hiring Freeze,37.9,Cloud Engineer,21.8,5.3,9.2,6.8,4.7,4.6,Recession
T4707,Apple,Social Media,Singapore,Mid-size,Oct,2025,3734,21.2,Restructuring,1.9,5.4,1883,Hiring Freeze,53.3,Product Manager,2.0,-17.2,-10.4,1.7,5.9,5.2,Recession
T4708,SAP,Cloud,Singapore,Startup,Feb,2026,4620,11.1,Overhiring Correction,1.1,2.5,3322,Hiring Freeze,62.5,Frontend Developer,22.5,-8.5,-6.3,1.8,5.1,6.5,Stable
T4709,Databricks,Gaming,Canada,Big Tech,Aug,2025,8896,11.7,Restructuring,1.4,3.8,619,Downsizing,17.8,DevOps Engineer,69.8,25.6,-2.1,2.2,8.5,7.8,Recession
T4710,SAP,FinTech,USA,Mid-size,Aug,2026,16411,22.7,AI Automation,9.2,10.0,1618,Downsizing,50.4,DevOps Engineer,-33.0,12.4,-8.2,7.0,7.4,3.4,Recession
T4711,Apple,Gaming,India,Startup,Oct,2025,17620,9.5,Cost Cutting,7.3,9.8,1137,Hiring Freeze,17.2,Product Manager,37.2,-16.3,-13.7,4.8,4.1,3.6,Recession
T4712,Meta,FinTech,Canada,Big Tech,May,2025,626,7.9,AI Automation,7.2,6.6,535,Moderate Hiring,49.9,Software Engineer,-16.7,51.6,29.1,9.4,9.3,6.4,Bull Market
T4713,Stripe,FinTech,UK,Enterprise,Sep,2024,10123,12.2,Restructuring,11.1,8.2,1404,Hiring Freeze,67.5,Frontend Developer,-43.0,3.5,10.0,7.0,4.8,4.7,Recession
T4714,Airbnb,FinTech,USA,Startup,May,2026,367,1.2,AI Automation,3.0,2.9,215,Hiring Freeze,43.1,Frontend Developer,47.6,33.9,19.6,3.8,9.0,7.9,Stable
T4715,Airbnb,Social Media,Singapore,Startup,Jun,2026,6415,4.0,Market Slowdown,13.3,10.0,681,Moderate Hiring,22.0,DevOps Engineer,46.5,1.5,1.4,9.9,8.5,5.9,Stable
T4716,Databricks,Cloud,Canada,Startup,Apr,2026,11099,18.3,Restructuring,7.9,10.0,1586,Hiring Freeze,47.5,Cybersecurity Analyst,85.8,34.0,6.7,8.0,5.8,4.5,Recession
T4717,Apple,AI,UK,Enterprise,Apr,2026,379,6.5,Cost Cutting,8.4,10.0,5550,Moderate Hiring,38.9,ML Engineer,-5.0,-24.3,-9.5,6.2,6.8,4.9,Stable
T4718,SAP,AI,Singapore,Enterprise,Jul,2024,1622,2.5,Overhiring Correction,7.8,8.9,3440,Moderate Hiring,89.6,ML Engineer,22.0,-24.1,-3.9,9.3,5.4,5.3,Stable
T4719,Salesforce,Gaming,Germany,Big Tech,Jan,2026,824,5.7,Restructuring,5.8,4.6,5544,Moderate Hiring,26.0,ML Engineer,-26.8,33.5,5.2,5.7,6.9,7.8,Bull Market
T4720,Amazon,Gaming,UK,Mid-size,Mar,2024,5943,5.1,Market Slowdown,10.8,10.0,3613,Moderate Hiring,20.2,Cloud Engineer,-29.3,41.1,19.0,7.4,9.1,7.3,Stable
